filename,label,R,G,B,L,A,B_lab,status
black (81).jpg,Black,103,78,68,90,137,138,ok
black (82).jpg,Black,200,143,112,164,146,153,ok
black (83).jpg,Black,95,61,54,75,142,138,ok
black (84).jpg,Black,116,80,67,96,141,142,ok
black (85).jpg,Black,121,80,58,97,143,148,ok
black (86).jpg,Black,142,89,58,110,147,155,ok
black (87).jpg,Black,186,137,117,156,144,146,ok
black (88).jpg,Black,117,70,47,89,146,150,ok
black (89).jpg,Black,103,61,58,78,146,138,ok
black (9).jpg,Black,144,87,54,109,148,157,ok
black (90).jpg,Black,101,74,46,86,135,149,ok
black (91).jpg,Black,116,72,53,90,145,147,ok
black (92).jpg,Black,203,149,131,169,146,145,ok
black (93).jpg,Black,227,158,120,181,149,158,ok
black (94).jpg,Black,231,154,117,180,153,159,ok
black (95).jpg,Black,185,129,99,150,146,153,ok
black (96).jpg,Black,98,73,62,85,137,139,ok
black (97).jpg,Black,142,92,67,112,145,151,ok
black (98).jpg,Black,116,75,59,92,144,145,ok
black (99).jpg,Black,129,83,69,102,146,144,ok
brown (1).jpg,Brown,221,157,122,179,148,156,ok
brown (10).jpg,Brown,238,168,143,191,151,151,ok
brown (100).jpg,Brown,230,178,143,195,142,153,ok
brown (101).jpg,Brown,247,197,145,211,139,161,ok
brown (102).jpg,Brown,235,171,138,192,147,154,ok
brown (103).jpg,Brown,193,146,115,164,142,151,ok
brown (104).jpg,Brown,169,116,89,137,146,151,ok
brown (105).jpg,Brown,202,162,125,177,138,153,ok
brown (106).jpg,Brown,238,190,153,205,140,153,ok
brown (107).jpg,Brown,216,161,143,181,146,145,ok
brown (108).jpg,Brown,218,163,128,182,144,154,ok
brown (109).jpg,Brown,213,161,134,180,144,150,ok
brown (11).jpg,Brown,241,183,140,201,144,158,ok
brown (110).jpg,Brown,213,153,123,174,147,153,ok
brown (111).jpg,Brown,206,152,107,171,143,160,ok
brown (112).jpg,Brown,215,166,140,184,142,148,ok
brown (113).jpg,Brown,130,80,57,100,146,150,ok
brown (114).jpg,Brown,167,120,98,139,144,147,ok
brown (115).jpg,Brown,202,175,154,187,134,142,ok
brown (116).jpg,Brown,137,87,62,107,146,151,ok
brown (117).jpg,Brown,218,178,155,193,139,145,ok
brown (118).jpg,Brown,174,116,95,139,148,149,ok
brown (119).jpg,Brown,220,174,127,189,139,159,ok
brown (12).jpg,Brown,191,149,143,167,143,137,ok
brown (120).jpg,Brown,219,162,150,183,147,143,ok
brown (121).jpg,Brown,249,178,141,200,149,157,ok
brown (122).jpg,Brown,225,177,147,193,141,150,ok
brown (123).jpg,Brown,217,155,123,177,147,154,ok
brown (124).jpg,Brown,217,163,142,182,145,147,ok
brown (125).jpg,Brown,201,149,126,169,145,148,ok
brown (13).jpg,Brown,237,196,186,210,141,138,ok
brown (14).jpg,Brown,220,181,157,195,139,146,ok
brown (15).jpg,Brown,230,184,167,200,142,143,ok
brown (16).jpg,Brown,226,180,155,196,141,147,ok
brown (17).jpg,Brown,238,179,152,198,146,150,ok
brown (18).jpg,Brown,240,180,151,199,146,151,ok
brown (19).jpg,Brown,147,97,70,117,145,152,ok
brown (2).jpg,Brown,226,167,132,187,145,155,ok
brown (20).jpg,Brown,156,100,63,122,147,158,ok
brown (21).jpg,Brown,154,97,60,119,147,158,ok
brown (22).jpg,Brown,135,85,56,105,146,153,ok
brown (23).jpg,Brown,234,185,150,201,141,153,ok
brown (24).jpg,Brown,183,146,137,163,141,138,ok
brown (25).jpg,Brown,216,168,146,186,143,146,ok
brown (26).jpg,Brown,228,172,139,191,144,153,ok
brown (27).jpg,Brown,230,174,146,193,145,150,ok
brown (28).jpg,Brown,223,179,150,194,140,149,ok
brown (29).jpg,Brown,217,167,146,185,143,146,ok
brown (3).jpg,Brown,200,142,107,163,146,155,ok
brown (30).jpg,Brown,231,182,147,198,141,153,ok
brown (31).jpg,Brown,236,188,152,203,140,153,ok
brown (32).jpg,Brown,234,177,156,196,146,147,ok
brown (33).jpg,Brown,238,191,166,206,141,147,ok
brown (34).jpg,Brown,241,176,136,196,147,158,ok
brown (35).jpg,Brown,231,180,151,197,143,150,ok
brown (36).jpg,Brown,231,179,145,196,142,153,ok
brown (37).jpg,Brown,244,199,168,213,140,150,ok
brown (38).jpg,Brown,159,104,76,126,147,153,ok
brown (39).jpg,Brown,228,185,159,200,140,147,ok
brown (4).jpg,Brown,234,172,122,192,145,163,ok
brown (40).jpg,Brown,180,125,91,146,146,155,ok
brown (41).jpg,Brown,153,115,70,131,137,159,ok
brown (42).jpg,Brown,207,158,128,176,142,151,ok
brown (43).jpg,Brown,238,170,120,191,147,164,ok
brown (44).jpg,Brown,163,117,94,136,143,148,ok
brown (45).jpg,Brown,230,173,144,192,145,151,ok
brown (46).jpg,Brown,240,163,114,188,151,165,ok
brown (47).jpg,Brown,227,183,127,197,137,162,ok
brown (48).jpg,Brown,246,194,162,210,142,151,ok
brown (49).jpg,Brown,249,195,156,211,142,155,ok
brown (5).jpg,Brown,245,168,131,193,152,159,ok
brown (50).jpg,Brown,230,177,143,195,143,153,ok
brown (51).jpg,Brown,217,159,134,180,146,150,ok
brown (52).jpg,Brown,239,202,178,214,137,145,ok
brown (53).jpg,Brown,243,195,170,210,142,147,ok
brown (54).jpg,Brown,218,161,130,181,145,152,ok
brown (55).jpg,Brown,228,188,167,202,139,144,ok
brown (56).jpg,Brown,236,190,163,205,141,148,ok
brown (57).jpg,Brown,145,95,89,116,148,140,ok
brown (58).jpg,Brown,230,166,133,187,148,154,ok
brown (59).jpg,Brown,206,163,145,180,141,143,ok
brown (6).jpg,Brown,207,187,141,195,128,154,ok
brown (60).jpg,Brown,230,168,133,189,147,155,ok
brown (61).jpg,Brown,178,131,106,150,143,149,ok
brown (62).jpg,Brown,150,103,75,122,143,151,ok
brown (63).jpg,Brown,205,147,117,168,146,152,ok
brown (64).jpg,Brown,230,183,135,198,139,159,ok
brown (65).jpg,Brown,208,154,137,174,146,145,ok
brown (66).jpg,Brown,225,165,150,186,148,145,ok
brown (67).jpg,Brown,212,163,128,180,141,153,ok
brown (68).jpg,Brown,231,174,163,194,147,142,ok
brown (69).jpg,Brown,199,155,137,172,142,144,ok
brown (7).jpg,Brown,241,186,151,203,143,153,ok
brown (70).jpg,Brown,247,193,167,210,144,148,ok
brown (71).jpg,Brown,247,176,141,198,150,156,ok
brown (72).jpg,Brown,237,189,166,205,142,146,ok
brown (73).jpg,Brown,234,174,149,194,147,149,ok
brown (74).jpg,Brown,245,184,159,204,147,149,ok
brown (75).jpg,Brown,233,191,163,205,139,148,ok
brown (76).jpg,Brown,234,182,154,199,143,150,ok
brown (77).jpg,Brown,245,184,149,203,146,154,ok
brown (78).jpg,Brown,222,173,143,190,142,150,ok
brown (79).jpg,Brown,155,101,80,123,147,149,ok
brown (8).jpg,Brown,226,176,157,194,144,145,ok
brown (80).jpg,Brown,234,181,159,199,144,147,ok
brown (81).jpg,Brown,235,189,167,204,141,145,ok
brown (82).jpg,Brown,249,178,153,201,151,151,ok
brown (83).jpg,Brown,242,190,164,207,143,148,ok
brown (84).jpg,Brown,152,95,78,118,149,147,ok
brown (85).jpg,Brown,166,101,68,126,151,157,ok
brown (86).jpg,Brown,231,167,143,189,148,150,ok
brown (87).jpg,Brown,238,174,143,195,148,153,ok
brown (88).jpg,Brown,244,188,154,205,144,153,ok
brown (89).jpg,Brown,202,159,141,176,141,143,ok
brown (9).jpg,Brown,209,153,106,172,143,161,ok
brown (90).jpg,Brown,212,168,149,185,141,144,ok
brown (91).jpg,Brown,195,165,146,178,136,142,ok
brown (92).jpg,Brown,239,186,168,204,145,144,ok
brown (93).jpg,Brown,244,180,155,201,148,150,ok
brown (94).jpg,Brown,248,199,146,213,139,161,ok
brown (95).jpg,Brown,234,170,163,192,151,141,ok
brown (96).jpg,Brown,231,180,164,198,144,143,ok
brown (97).jpg,Brown,207,165,139,181,140,147,ok
brown (98).jpg,Brown,231,183,169,200,143,142,ok
brown (99).jpg,Brown,242,174,157,197,151,147,ok
white (1).jpg,White,238,213,193,222,134,141,ok
white (10).jpg,White,216,198,191,207,133,134,ok
white (100).jpg,White,231,190,174,204,140,142,ok
white (101).jpg,White,222,178,162,194,142,142,ok
white (102).jpg,White,237,212,199,221,135,138,ok
white (103).jpg,White,232,208,193,217,134,138,ok
white (104).jpg,White,242,180,152,200,147,151,ok
white (105).jpg,White,228,205,187,214,133,140,ok
white (106).jpg,White,235,190,163,205,140,148,ok
white (107).jpg,White,211,185,167,196,135,141,ok
white (108).jpg,White,224,201,186,210,134,138,ok
white (109).jpg,White,229,196,178,208,137,141,ok
white (11).jpg,White,232,206,199,216,136,135,ok
white (110).jpg,White,226,179,155,195,142,147,ok
white (111).jpg,White,225,179,175,196,144,136,ok
white (112).jpg,White,231,172,156,192,147,145,ok
white (113).jpg,White,214,174,148,189,139,147,ok
white (114).jpg,White,233,195,171,208,138,145,ok
white (115).jpg,White,222,167,153,187,146,143,ok
white (116).jpg,White,237,195,166,209,139,148,ok
white (117).jpg,White,215,159,138,179,146,147,ok
white (118).jpg,White,230,193,172,206,138,143,ok
white (119).jpg,White,232,181,175,199,145,138,ok
white (12).jpg,White,235,196,182,210,140,140,ok
white (120).jpg,White,236,161,149,187,154,146,ok
white (121).jpg,White,228,204,186,213,134,140,ok
white (122).jpg,White,228,189,160,202,138,148,ok
white (123).jpg,White,228,190,177,204,140,140,ok
white (124).jpg,White,229,168,141,189,147,151,ok
white (125).jpg,White,149,104,69,122,142,155,ok
white (13).jpg,White,237,195,177,209,140,143,ok
white (14).jpg,White,235,182,165,200,145,144,ok
white (15).jpg,White,241,211,187,221,135,144,ok
white (16).jpg,White,229,178,147,195,142,151,ok
white (17).jpg,White,250,213,195,224,138,142,ok
white (18).jpg,White,242,202,178,215,139,145,ok
white (19).jpg,White,233,207,199,217,136,135,ok
white (2).jpg,White,234,219,213,226,132,133,ok
white (20).jpg,White,242,204,170,216,137,150,ok
white (21).jpg,White,233,197,169,209,137,147,ok
white (22).jpg,White,227,180,164,197,143,143,ok
white (23).jpg,White,230,211,204,219,133,134,ok
white (24).jpg,White,235,202,194,214,138,136,ok
white (25).jpg,White,240,214,181,222,132,148,ok
white (26).jpg,White,195,152,135,169,142,143,ok
white (27).jpg,White,228,208,184,216,131,142,ok
white (28).jpg,White,224,175,162,193,144,142,ok
white (29).jpg,White,233,191,162,205,139,148,ok
white (3).jpg,White,231,192,177,206,140,141,ok
white (30).jpg,White,190,156,143,171,139,140,ok
white (31).jpg,White,246,220,214,229,136,134,ok
white (32).jpg,White,233,218,212,225,132,133,ok
white (33).jpg,White,231,196,173,208,137,144,ok
white (34).jpg,White,241,201,178,214,139,145,ok
white (35).jpg,White,250,196,148,211,141,159,ok
white (36).jpg,White,222,179,158,195,141,145,ok
white (37).jpg,White,246,197,176,212,142,145,ok
white (38).jpg,White,242,209,199,220,138,137,ok
white (39).jpg,White,223,198,188,208,135,136,ok
white (4).jpg,White,233,198,183,210,138,140,ok
white (40).jpg,White,244,190,147,206,142,157,ok
white (41).jpg,White,247,219,206,228,136,138,ok
white (42).jpg,White,236,184,160,201,143,147,ok
white (43).jpg,White,233,178,161,197,146,144,ok
white (44).jpg,White,220,190,183,202,138,135,ok
white (45).jpg,White,232,172,157,193,148,144,ok
white (46).jpg,White,225,183,165,198,141,143,ok
white (47).jpg,White,210,163,146,181,143,143,ok
white (48).jpg,White,245,210,189,221,137,143,ok
white (49).jpg,White,224,189,162,202,136,146,ok
white (5).jpg,White,247,207,183,219,138,145,ok
white (50).jpg,White,226,190,191,204,141,132,ok
white (51).jpg,White,236,185,162,202,143,147,ok
white (52).jpg,White,246,204,181,217,139,145,ok
white (53).jpg,White,224,203,199,213,135,133,ok
white (54).jpg,White,231,197,171,209,136,145,ok
white (55).jpg,White,216,189,180,201,136,136,ok
white (56).jpg,White,224,189,182,203,139,136,ok
white (57).jpg,White,228,197,154,207,133,154,ok
white (58).jpg,White,245,207,190,219,139,141,ok
white (59).jpg,White,236,182,155,200,144,149,ok
white (6).jpg,White,236,189,159,204,141,150,ok
white (60).jpg,White,199,176,163,187,134,138,ok
white (61).jpg,White,240,201,185,214,139,141,ok
white (62).jpg,White,243,203,184,216,139,143,ok
white (63).jpg,White,244,196,175,211,142,145,ok
white (64).jpg,White,225,199,195,210,136,133,ok
white (65).jpg,White,237,183,153,200,144,151,ok
white (66).jpg,White,235,200,192,213,139,137,ok
white (67).jpg,White,229,193,178,206,139,140,ok
white (68).jpg,White,231,174,148,193,146,149,ok
white (69).jpg,White,207,183,167,194,134,139,ok
white (7).jpg,White,235,206,199,217,137,135,ok
white (70).jpg,White,231,190,164,204,139,147,ok
white (71).jpg,White,236,196,188,210,141,137,ok
white (72).jpg,White,236,189,178,205,143,140,ok
white (73).jpg,White,239,225,213,231,131,136,ok
white (74).jpg,White,246,203,176,216,139,147,ok
white (75).jpg,White,230,159,124,183,150,157,ok
white (76).jpg,White,244,209,157,219,133,158,ok
white (77).jpg,White,223,178,164,194,142,141,ok
white (78).jpg,White,211,161,133,179,143,150,ok
white (79).jpg,White,251,224,197,231,133,145,ok
white (8).jpg,White,185,148,139,165,140,138,ok
white (80).jpg,White,217,201,194,209,132,133,ok
white (81).jpg,White,217,177,158,192,140,143,ok
white (82).jpg,White,242,216,184,224,132,147,ok
white (83).jpg,White,222,190,184,203,138,135,ok
white (84).jpg,White,184,153,149,168,139,134,ok
white (85).jpg,White,230,179,159,197,144,145,ok
white (86).jpg,White,232,190,171,204,140,143,ok
white (87).jpg,White,238,199,177,212,139,144,ok
white (88).jpg,White,216,196,193,206,134,132,ok
white (89).jpg,White,216,201,197,209,133,132,ok
white (9).jpg,White,227,192,179,205,139,139,ok
white (90).jpg,White,227,207,184,215,131,142,ok
white (91).jpg,White,214,190,171,200,133,141,ok
white (92).jpg,White,221,185,154,198,136,149,ok
white (93).jpg,White,220,180,157,195,139,145,ok
white (94).jpg,White,217,172,160,189,143,140,ok
white (95).jpg,White,229,203,193,213,136,136,ok
white (96).jpg,White,210,165,147,182,142,144,ok
white (97).jpg,White,220,185,162,198,137,144,ok
white (98).jpg,White,220,202,188,210,132,137,ok
white (99).jpg,White,242,193,173,209,143,145,ok
