filename,label,R,G,B,L,A,B_lab,status
white (119).jpg,White,221,168,164,188,147,138,ok
white (12).jpg,White,227,190,175,204,139,140,ok
white (120).jpg,White,239,176,163,197,149,144,ok
white (121).jpg,White,220,196,179,206,134,140,ok
white (122).jpg,White,231,195,165,207,136,148,ok
white (123).jpg,White,235,200,187,212,138,139,ok
white (124).jpg,White,235,185,161,202,143,147,ok
white (125).jpg,White,117,71,38,89,145,156,ok
white (13).jpg,White,130,84,65,103,145,147,ok
white (14).jpg,White,237,192,176,207,142,142,ok
white (15).jpg,White,218,194,170,204,133,143,ok
white (16).jpg,White,127,68,39,91,151,157,ok
white (17).jpg,White,228,191,173,204,139,142,ok
white (18).jpg,White,223,186,164,199,138,144,ok
white (19).jpg,White,103,61,54,78,146,140,ok
white (2).jpg,White,203,188,182,197,132,133,ok
white (20).jpg,White,224,188,156,201,136,149,ok
white (21).jpg,White,222,189,162,201,136,146,ok
white (22).jpg,White,218,174,159,190,142,142,ok
white (23).jpg,White,207,189,182,199,133,134,ok
white (24).jpg,White,221,189,181,202,138,136,ok
white (25).jpg,White,221,197,166,206,132,147,ok
white (26).jpg,White,216,178,162,193,139,141,ok
white (27).jpg,White,212,195,171,203,130,142,ok
white (28).jpg,White,230,187,175,202,142,140,ok
white (29).jpg,White,237,200,172,212,137,147,ok
white (3).jpg,White,206,169,153,184,139,141,ok
white (30).jpg,White,220,191,173,202,135,141,ok
white (31).jpg,White,218,193,188,204,136,134,ok
white (32).jpg,White,203,188,182,197,132,133,ok
white (33).jpg,White,223,188,164,201,137,145,ok
white (34).jpg,White,123,62,34,85,152,156,ok
white (35).jpg,White,243,194,145,208,139,159,ok
white (36).jpg,White,228,191,171,204,138,143,ok
white (37).jpg,White,231,185,165,201,142,144,ok
white (38).jpg,White,220,190,182,202,137,136,ok
white (39).jpg,White,214,193,183,203,134,136,ok
white (4).jpg,White,122,69,46,90,148,152,ok
white (40).jpg,White,235,186,146,202,140,155,ok
white (41).jpg,White,220,193,181,204,136,138,ok
white (42).jpg,White,237,189,165,205,142,147,ok
white (43).jpg,White,232,185,169,201,143,143,ok
white (44).jpg,White,217,191,185,203,136,134,ok
white (45).jpg,White,231,177,162,196,146,143,ok
white (46).jpg,White,230,194,176,207,138,142,ok
white (47).jpg,White,108,61,46,80,147,146,ok
white (48).jpg,White,234,203,182,214,136,142,ok
white (49).jpg,White,229,198,172,209,135,145,ok
white (5).jpg,White,233,196,173,209,138,144,ok
white (50).jpg,White,227,190,161,203,137,148,ok
white (51).jpg,White,238,195,171,209,140,146,ok
white (52).jpg,White,228,189,167,203,139,144,ok
white (53).jpg,White,213,192,187,202,135,133,ok
white (54).jpg,White,207,174,147,187,136,146,ok
white (55).jpg,White,209,184,175,196,136,136,ok
white (56).jpg,White,219,188,181,201,138,136,ok
white (57).jpg,White,221,194,150,203,131,154,ok
white (58).jpg,White,224,189,172,202,138,141,ok
white (59).jpg,White,234,188,160,203,141,148,ok
white (6).jpg,White,129,73,37,95,149,159,ok
white (60).jpg,White,204,187,177,197,132,135,ok
white (61).jpg,White,236,201,187,213,138,140,ok
white (62).jpg,White,231,197,179,209,137,141,ok
white (63).jpg,White,232,188,168,203,141,144,ok
white (64).jpg,White,210,186,182,198,136,133,ok
white (65).jpg,White,234,186,156,202,141,150,ok
white (66).jpg,White,223,193,185,205,137,136,ok
white (67).jpg,White,228,195,180,207,137,140,ok
white (68).jpg,White,233,184,156,200,142,149,ok
white (69).jpg,White,216,192,175,202,134,140,ok
white (7).jpg,White,108,66,56,83,145,142,ok
white (70).jpg,White,225,187,162,200,138,146,ok
white (71).jpg,White,226,190,182,204,140,137,ok
white (72).jpg,White,230,189,179,204,141,139,ok
white (73).jpg,White,217,204,192,211,130,136,ok
white (74).jpg,White,235,196,170,209,138,146,ok
white (75).jpg,White,238,176,140,196,146,155,ok
white (76).jpg,White,223,188,135,199,133,159,ok
white (77).jpg,White,225,185,170,200,140,141,ok
white (78).jpg,White,221,181,156,195,139,146,ok
white (79).jpg,White,232,204,177,214,134,145,ok
white (8).jpg,White,218,186,178,199,138,136,ok
white (80).jpg,White,207,191,183,200,132,134,ok
white (81).jpg,White,233,198,179,210,137,142,ok
white (82).jpg,White,230,207,177,215,131,146,ok
white (83).jpg,White,221,192,186,204,137,135,ok
white (84).jpg,White,214,184,167,196,136,141,ok
white (85).jpg,White,233,189,169,204,141,144,ok
white (86).jpg,White,228,189,169,203,139,143,ok
white (87).jpg,White,240,204,181,216,137,144,ok
white (88).jpg,White,230,184,156,200,141,149,ok
white (89).jpg,White,223,190,156,202,135,150,ok
white (9).jpg,White,224,191,179,204,138,138,ok
white (90).jpg,White,212,194,169,202,130,143,ok
white (91).jpg,White,212,188,169,199,133,141,ok
white (92).jpg,White,104,67,37,82,141,152,ok
white (93).jpg,White,227,191,168,204,137,144,ok
white (94).jpg,White,229,189,178,204,141,139,ok
white (95).jpg,White,218,194,184,205,135,136,ok
white (96).jpg,White,227,187,170,201,140,142,ok
white (97).jpg,White,226,196,172,207,135,144,ok
white (98).jpg,White,210,194,180,203,131,137,ok
white (99).jpg,White,235,190,170,205,141,144,ok
