filename,label,R,G,B,L,A,B_lab,status
black (42).jpg,Black,92,64,56,77,139,138,ok
black (43).jpg,Black,120,72,54,91,147,147,ok
black (44).jpg,Black,105,66,51,82,143,144,ok
black (45).jpg,Black,215,156,128,177,147,151,ok
black (46).jpg,Black,185,138,122,157,144,144,ok
black (47).jpg,Black,180,147,124,162,137,145,ok
black (48).jpg,Black,132,77,61,99,149,147,ok
black (49).jpg,Black,163,134,117,148,136,141,ok
black (5).jpg,Black,77,60,53,69,134,135,ok
black (50).jpg,Black,210,145,118,168,149,152,ok
black (51).jpg,Black,209,158,127,176,143,152,ok
black (52).jpg,Black,187,129,100,151,147,153,ok
black (53).jpg,Black,92,72,64,83,135,136,ok
black (54).jpg,Black,114,75,62,92,143,143,ok
black (55).jpg,Black,123,77,66,96,146,143,ok
black (56).jpg,Black,219,170,158,188,144,141,ok
black (57).jpg,Black,129,83,64,102,145,147,ok
black (58).jpg,Black,200,160,143,176,140,143,ok
black (59).jpg,Black,96,64,52,78,140,141,ok
black (6).jpg,Black,110,76,61,91,140,143,ok
black (60).jpg,Black,134,95,80,112,142,143,ok
black (61).jpg,Black,203,145,131,167,148,144,ok
black (62).jpg,Black,189,147,127,164,141,145,ok
black (63).jpg,Black,144,98,83,117,145,144,ok
black (64).jpg,Black,125,76,48,95,146,153,ok
black (65).jpg,Black,185,137,133,157,146,137,ok
black (66).jpg,Black,101,61,48,77,144,144,ok
black (67).jpg,Black,101,62,54,78,144,140,ok
black (68).jpg,Black,207,148,104,169,145,160,ok
black (69).jpg,Black,246,192,155,208,142,154,ok
black (7).jpg,Black,123,74,55,94,147,148,ok
black (70).jpg,Black,111,71,61,88,144,141,ok
black (71).jpg,Black,189,146,124,163,141,146,ok
black (72).jpg,Black,115,74,56,91,143,146,ok
black (73).jpg,Black,202,149,123,169,144,150,ok
black (74).jpg,Black,100,75,64,87,137,139,ok
black (75).jpg,Black,88,66,33,76,133,151,ok
black (76).jpg,Black,123,93,74,107,138,143,ok
black (77).jpg,Black,212,158,132,178,145,149,ok
black (78).jpg,Black,215,168,146,185,142,146,ok
black (79).jpg,Black,204,152,126,171,144,149,ok
black (8).jpg,Black,196,145,105,164,142,157,ok
black (80).jpg,Black,127,97,89,112,139,137,ok
black (81).jpg,Black,92,69,60,80,136,137,ok
black (82).jpg,Black,199,144,113,164,145,153,ok
black (83).jpg,Black,95,60,53,75,142,139,ok
black (84).jpg,Black,108,74,62,89,141,141,ok
black (85).jpg,Black,113,74,53,90,142,147,ok
black (86).jpg,Black,131,79,50,100,146,154,ok
black (87).jpg,Black,183,135,116,154,144,145,ok
black (88).jpg,Black,113,67,44,85,145,151,ok
black (89).jpg,Black,105,65,60,82,145,138,ok
black (9).jpg,Black,134,80,50,101,148,155,ok
black (90).jpg,Black,104,73,46,86,138,149,ok
black (91).jpg,Black,116,73,56,91,144,146,ok
black (92).jpg,Black,196,144,126,164,145,145,ok
black (93).jpg,Black,106,61,45,79,146,146,ok
black (94).jpg,Black,229,153,116,179,152,159,ok
black (95).jpg,Black,182,129,102,150,145,151,ok
black (96).jpg,Black,96,72,61,84,136,138,ok
black (97).jpg,Black,127,82,61,101,144,148,ok
black (98).jpg,Black,113,70,55,88,144,145,ok
black (99).jpg,Black,124,81,69,99,144,143,ok
brown (1).jpg,Brown,213,149,115,171,148,156,ok
brown (10).jpg,Brown,230,158,133,183,152,152,ok
brown (100).jpg,Brown,226,174,140,191,142,153,ok
brown (101).jpg,Brown,245,195,145,210,139,160,ok
brown (102).jpg,Brown,235,173,141,193,147,153,ok
brown (103).jpg,Brown,197,152,122,169,141,150,ok
brown (104).jpg,Brown,160,109,84,130,145,150,ok
brown (105).jpg,Brown,200,161,125,176,137,152,ok
brown (106).jpg,Brown,233,185,151,201,141,152,ok
brown (107).jpg,Brown,213,159,142,179,146,145,ok
brown (108).jpg,Brown,218,164,131,183,144,153,ok
brown (109).jpg,Brown,214,164,137,182,143,149,ok
brown (11).jpg,Brown,234,174,132,193,145,158,ok
brown (110).jpg,Brown,209,153,124,173,145,151,ok
brown (111).jpg,Brown,201,149,107,168,142,158,ok
brown (112).jpg,Brown,215,166,140,184,142,148,ok
brown (113).jpg,Brown,118,75,53,93,144,149,ok
brown (114).jpg,Brown,162,120,99,138,142,146,ok
brown (115).jpg,Brown,206,177,160,190,136,141,ok
brown (116).jpg,Brown,212,154,127,175,146,151,ok
brown (117).jpg,Brown,214,174,151,189,139,145,ok
brown (118).jpg,Brown,162,105,86,128,149,148,ok
brown (119).jpg,Brown,217,172,126,187,138,158,ok
brown (12).jpg,Brown,190,149,144,167,143,137,ok
brown (120).jpg,Brown,211,156,145,177,147,142,ok
brown (121).jpg,Brown,244,169,132,193,151,158,ok
brown (122).jpg,Brown,220,172,143,189,142,150,ok
brown (123).jpg,Brown,215,154,123,175,147,153,ok
brown (124).jpg,Brown,212,158,137,178,145,147,ok
brown (125).jpg,Brown,198,148,125,167,144,148,ok
brown (13).jpg,Brown,232,187,176,203,143,140,ok
brown (14).jpg,Brown,215,175,152,190,139,145,ok
brown (15).jpg,Brown,227,180,163,197,143,143,ok
brown (16).jpg,Brown,219,169,143,187,143,148,ok
brown (17).jpg,Brown,228,163,133,185,149,153,ok
brown (18).jpg,Brown,236,176,147,196,146,151,ok
brown (19).jpg,Brown,136,91,67,109,144,149,ok
brown (2).jpg,Brown,223,164,130,184,146,154,ok
brown (20).jpg,Brown,202,140,101,162,147,158,ok
brown (21).jpg,Brown,204,141,104,164,148,157,ok
brown (22).jpg,Brown,128,83,58,101,144,150,ok
brown (23).jpg,Brown,227,176,140,193,142,154,ok
brown (24).jpg,Brown,177,141,133,158,140,137,ok
brown (25).jpg,Brown,213,166,145,183,142,145,ok
brown (26).jpg,Brown,221,167,136,186,144,152,ok
brown (27).jpg,Brown,224,168,142,187,145,149,ok
brown (28).jpg,Brown,210,165,137,182,141,149,ok
brown (29).jpg,Brown,212,163,142,181,143,146,ok
brown (3).jpg,Brown,197,141,107,162,145,154,ok
brown (30).jpg,Brown,227,177,141,194,141,153,ok
brown (31).jpg,Brown,230,179,142,196,142,154,ok
brown (32).jpg,Brown,229,171,150,191,146,147,ok
brown (33).jpg,Brown,231,185,161,201,141,146,ok
brown (34).jpg,Brown,235,167,128,189,148,158,ok
brown (35).jpg,Brown,226,177,148,194,142,150,ok
brown (36).jpg,Brown,230,179,144,196,142,153,ok
brown (37).jpg,Brown,241,194,163,209,140,150,ok
brown (38).jpg,Brown,145,94,68,114,146,151,ok
brown (39).jpg,Brown,220,173,145,190,141,149,ok
brown (4).jpg,Brown,227,165,118,185,145,161,ok
brown (40).jpg,Brown,220,171,142,188,142,150,ok
brown (41).jpg,Brown,205,174,126,186,133,157,ok
brown (42).jpg,Brown,194,146,118,164,142,150,ok
brown (43).jpg,Brown,234,164,115,186,149,164,ok
brown (44).jpg,Brown,141,100,80,118,142,146,ok
brown (45).jpg,Brown,221,160,132,181,147,151,ok
brown (46).jpg,Brown,236,160,113,185,151,164,ok
brown (47).jpg,Brown,221,174,118,189,138,163,ok
brown (48).jpg,Brown,242,184,151,202,145,153,ok
brown (49).jpg,Brown,243,185,146,203,144,156,ok
brown (5).jpg,Brown,239,163,126,188,152,159,ok
brown (50).jpg,Brown,217,161,128,181,145,153,ok
brown (51).jpg,Brown,214,158,134,178,146,149,ok
brown (52).jpg,Brown,235,192,168,206,140,146,ok
brown (53).jpg,Brown,238,188,163,204,142,148,ok
brown (54).jpg,Brown,209,153,122,173,145,153,ok
brown (55).jpg,Brown,223,181,160,196,140,144,ok
brown (56).jpg,Brown,228,179,152,196,142,149,ok
brown (57).jpg,Brown,200,152,145,171,145,139,ok
brown (58).jpg,Brown,230,166,133,187,148,154,ok
brown (59).jpg,Brown,205,163,147,180,141,142,ok
brown (6).jpg,Brown,201,181,137,190,129,153,ok
brown (60).jpg,Brown,224,158,118,180,148,159,ok
brown (61).jpg,Brown,217,170,140,187,141,150,ok
brown (62).jpg,Brown,140,95,68,114,143,151,ok
brown (63).jpg,Brown,203,147,119,168,146,151,ok
brown (64).jpg,Brown,224,178,130,193,138,159,ok
brown (65).jpg,Brown,203,152,135,172,145,144,ok
brown (66).jpg,Brown,216,158,144,179,148,144,ok
brown (67).jpg,Brown,205,157,123,175,141,153,ok
brown (68).jpg,Brown,229,171,158,191,147,143,ok
brown (69).jpg,Brown,189,147,127,164,141,145,ok
brown (7).jpg,Brown,236,183,149,200,143,153,ok
brown (70).jpg,Brown,242,188,163,205,144,148,ok
brown (71).jpg,Brown,246,176,143,198,150,155,ok
brown (72).jpg,Brown,232,184,161,200,142,146,ok
brown (73).jpg,Brown,232,174,149,193,146,149,ok
brown (74).jpg,Brown,241,179,154,199,147,150,ok
brown (75).jpg,Brown,231,186,156,201,140,149,ok
brown (76).jpg,Brown,228,176,148,194,143,150,ok
brown (77).jpg,Brown,242,183,147,202,145,155,ok
brown (78).jpg,Brown,219,170,141,187,142,150,ok
brown (79).jpg,Brown,204,141,107,164,148,156,ok
brown (8).jpg,Brown,214,164,146,182,144,144,ok
brown (80).jpg,Brown,226,171,149,190,145,147,ok
brown (81).jpg,Brown,229,183,162,199,142,145,ok
brown (82).jpg,Brown,244,171,147,195,152,151,ok
brown (83).jpg,Brown,241,187,159,204,144,150,ok
brown (84).jpg,Brown,141,90,74,111,147,146,ok
brown (85).jpg,Brown,209,137,102,163,152,158,ok
brown (86).jpg,Brown,230,169,143,190,147,150,ok
brown (87).jpg,Brown,234,171,140,192,147,153,ok
brown (88).jpg,Brown,242,188,155,205,143,152,ok
brown (89).jpg,Brown,204,162,144,179,141,143,ok
brown (9).jpg,Brown,207,151,107,171,144,159,ok
brown (90).jpg,Brown,212,169,149,185,141,144,ok
brown (91).jpg,Brown,192,164,144,177,135,142,ok
brown (92).jpg,Brown,234,181,160,199,144,146,ok
brown (93).jpg,Brown,241,178,151,198,148,151,ok
brown (94).jpg,Brown,246,196,145,210,139,160,ok
brown (95).jpg,Brown,234,174,166,195,149,141,ok
brown (96).jpg,Brown,225,176,158,193,143,144,ok
brown (97).jpg,Brown,201,161,135,177,139,147,ok
brown (98).jpg,Brown,228,180,166,197,143,142,ok
brown (99).jpg,Brown,240,172,155,195,151,147,ok
white (1).jpg,White,229,198,177,209,136,143,ok
white (10).jpg,White,211,192,184,202,133,134,ok
white (100).jpg,White,230,190,174,204,140,141,ok
white (101).jpg,White,220,175,157,191,142,143,ok
white (102).jpg,White,235,209,196,219,135,138,ok
white (103).jpg,White,230,204,188,214,135,139,ok
white (104).jpg,White,242,181,153,201,147,151,ok
white (105).jpg,White,222,197,176,207,134,142,ok
white (106).jpg,White,232,187,160,202,140,148,ok
white (107).jpg,White,210,183,165,195,135,141,ok
white (108).jpg,White,221,196,182,206,135,138,ok
white (109).jpg,White,224,191,173,203,137,141,ok
white (11).jpg,White,223,196,187,207,136,136,ok
white (110).jpg,White,226,180,156,196,141,147,ok
white (111).jpg,White,222,177,173,194,144,136,ok
white (112).jpg,White,230,172,157,192,147,144,ok
white (113).jpg,White,215,176,150,190,138,147,ok
white (114).jpg,White,233,194,171,207,138,145,ok
white (115).jpg,White,222,169,155,188,146,143,ok
white (116).jpg,White,233,188,159,203,140,149,ok
white (117).jpg,White,233,188,170,203,142,143,ok
white (118).jpg,White,230,193,173,206,138,143,ok
white (119).jpg,White,230,177,172,196,147,138,ok
white (12).jpg,White,229,188,173,203,140,141,ok
white (120).jpg,White,235,162,149,187,153,146,ok
white (121).jpg,White,226,200,182,210,134,140,ok
white (122).jpg,White,220,180,149,194,138,149,ok
white (123).jpg,White,221,180,164,195,140,142,ok
white (124).jpg,White,228,171,147,191,146,149,ok
white (125).jpg,White,224,184,148,198,137,152,ok
white (13).jpg,White,232,191,173,205,140,143,ok
white (14).jpg,White,229,176,158,194,145,145,ok
white (15).jpg,White,241,211,186,221,135,144,ok
white (16).jpg,White,218,165,134,184,144,152,ok
white (17).jpg,White,246,205,187,218,140,142,ok
white (18).jpg,White,237,196,172,209,139,145,ok
white (19).jpg,White,228,201,193,212,136,136,ok
white (2).jpg,White,227,211,205,219,132,133,ok
white (20).jpg,White,239,199,165,211,137,150,ok
white (21).jpg,White,223,186,155,199,137,149,ok
white (22).jpg,White,224,177,162,194,143,142,ok
white (23).jpg,White,222,202,194,211,134,135,ok
white (24).jpg,White,230,197,189,209,138,136,ok
white (25).jpg,White,239,212,179,220,132,148,ok
white (26).jpg,White,188,146,129,163,141,143,ok
white (27).jpg,White,225,206,182,214,131,142,ok
white (28).jpg,White,222,174,161,192,144,141,ok
white (29).jpg,White,231,188,159,202,139,149,ok
white (3).jpg,White,228,189,175,203,140,140,ok
white (30).jpg,White,210,178,168,192,138,137,ok
white (31).jpg,White,243,216,211,226,137,134,ok
white (32).jpg,White,227,211,204,219,132,133,ok
white (33).jpg,White,226,189,165,202,138,145,ok
white (34).jpg,White,238,197,174,210,139,145,ok
white (35).jpg,White,245,187,137,204,143,161,ok
white (36).jpg,White,219,176,156,192,141,144,ok
white (37).jpg,White,245,194,173,210,143,146,ok
white (38).jpg,White,238,204,194,216,138,137,ok
white (39).jpg,White,220,197,186,207,134,136,ok
white (4).jpg,White,231,195,179,208,138,141,ok
white (40).jpg,White,240,184,142,201,143,157,ok
white (41).jpg,White,238,206,192,217,137,139,ok
white (42).jpg,White,234,181,158,199,144,147,ok
white (43).jpg,White,230,176,159,195,145,144,ok
white (44).jpg,White,215,187,181,199,137,135,ok
white (45).jpg,White,226,165,151,187,149,144,ok
white (46).jpg,White,214,174,156,189,140,143,ok
white (47).jpg,White,236,201,189,213,138,139,ok
white (48).jpg,White,242,207,184,218,137,144,ok
white (49).jpg,White,221,187,160,199,136,146,ok
white (5).jpg,White,239,195,173,209,141,145,ok
white (50).jpg,White,225,191,192,205,140,132,ok
white (51).jpg,White,229,178,154,195,143,147,ok
white (52).jpg,White,242,202,178,215,139,145,ok
white (53).jpg,White,222,200,195,210,135,133,ok
white (54).jpg,White,225,189,164,202,137,145,ok
white (55).jpg,White,214,187,177,199,136,137,ok
white (56).jpg,White,221,187,180,201,139,136,ok
white (57).jpg,White,225,194,152,204,133,153,ok
white (58).jpg,White,237,197,180,211,140,142,ok
white (59).jpg,White,227,176,149,193,143,149,ok
white (6).jpg,White,227,179,145,195,141,152,ok
white (60).jpg,White,196,175,163,186,134,137,ok
white (61).jpg,White,238,198,183,212,140,141,ok
white (62).jpg,White,240,199,180,212,140,143,ok
white (63).jpg,White,242,194,173,210,142,145,ok
white (64).jpg,White,223,197,192,208,136,134,ok
white (65).jpg,White,237,184,153,201,143,151,ok
white (66).jpg,White,237,203,193,215,138,137,ok
white (67).jpg,White,228,192,176,205,138,141,ok
white (68).jpg,White,229,174,147,193,145,150,ok
white (69).jpg,White,206,180,162,192,134,141,ok
white (7).jpg,White,231,199,192,211,138,136,ok
white (70).jpg,White,228,187,160,201,139,147,ok
white (71).jpg,White,235,195,187,209,141,137,ok
white (72).jpg,White,233,187,176,203,143,140,ok
white (73).jpg,White,235,219,204,225,131,137,ok
white (74).jpg,White,244,202,175,215,139,147,ok
white (75).jpg,White,225,155,120,179,150,157,ok
white (76).jpg,White,244,204,152,215,135,159,ok
white (77).jpg,White,225,181,167,197,142,141,ok
white (78).jpg,White,235,192,166,206,140,147,ok
white (79).jpg,White,247,214,184,224,135,147,ok
white (8).jpg,White,203,169,161,184,139,137,ok
white (80).jpg,White,214,198,189,207,132,135,ok
white (81).jpg,White,216,177,158,192,139,143,ok
white (82).jpg,White,240,213,182,221,133,147,ok
white (83).jpg,White,218,187,181,200,138,135,ok
white (84).jpg,White,184,152,148,167,139,135,ok
white (85).jpg,White,229,180,159,197,143,146,ok
white (86).jpg,White,229,187,167,202,140,144,ok
white (87).jpg,White,233,192,168,206,139,146,ok
white (88).jpg,White,214,194,191,204,134,132,ok
white (89).jpg,White,211,194,189,203,133,133,ok
white (9).jpg,White,225,188,175,202,139,140,ok
white (90).jpg,White,223,203,180,211,131,142,ok
white (91).jpg,White,213,186,167,197,135,141,ok
white (92).jpg,White,221,184,153,197,137,149,ok
white (93).jpg,White,219,180,156,194,139,146,ok
white (94).jpg,White,215,172,160,189,142,140,ok
white (95).jpg,White,225,198,187,209,136,137,ok
white (96).jpg,White,204,160,143,177,142,143,ok
white (97).jpg,White,211,178,154,191,136,145,ok
white (98).jpg,White,216,198,183,207,132,138,ok
white (99).jpg,White,241,190,170,207,143,145,ok
